"Suburb","Rooms","Type","Price","Method","Distance","Bedroom2","Bathroom","Car","Landsize","BuildingArea","Lattitude","Longtitude","Regionname","Propertycount"
"Richmond",4,"h",1775000,"S",2.6,4,1,0,434,144,-37.8185,145.0061,"Northern Metropolitan",14949
"Richmond",1,"u",360000,"S",2.6,1,1,1,1332,49,-37.8181,144.9901,"Northern Metropolitan",14949
"Richmond",3,"h",1270000,"S",2.6,3,1,1,152,92,-37.8219,145.0096,"Northern Metropolitan",14949
"Richmond",2,"h",827500,"S",2.6,2,1,0,127,72,-37.8251,145.0063,"Northern Metropolitan",14949
"Richmond",4,"h",1500000,"PI",2.6,4,2,1,162,89,-37.8252,145.0013,"Northern Metropolitan",14949
"Richmond",2,"u",560000,"SP",2.6,2,2,1,0,70,-37.8189,145.0131,"Northern Metropolitan",14949
"Richmond",3,"h",1165000,"S",2.6,3,1,1,167,170,-37.8167,145.0098,"Northern Metropolitan",14949
"Richmond",2,"u",790000,"PI",2.6,2,2,1,0,91,-37.8198,145.005,"Northern Metropolitan",14949
"Richmond",2,"h",870000,"SP",2.6,2,1,1,100,85,-37.8136,144.9927,"Northern Metropolitan",14949
"Richmond",3,"h",1185000,"S",2.6,2,2,1,135,129,-37.8202,145.0013,"Northern Metropolitan",14949
"Richmond",4,"h",1212500,"S",2.6,4,3,2,108,108,-37.8129,145.0013,"Northern Metropolitan",14949
"Richmond",2,"h",1125000,"S",2.6,2,1,0,103,74,-37.8199,144.9911,"Northern Metropolitan",14949
"Richmond",3,"h",1520000,"S",2.6,3,1,2,248,100,-37.8185,144.9935,"Northern Metropolitan",14949
"Rosanna",5,"h",1101500,"S",11.4,4,2,1,629,207,-37.7395,145.0773,"Eastern Metropolitan",3540
"Rosanna",2,"h",971000,"S",11.4,3,1,1,608,85,-37.7407,145.0612,"Eastern Metropolitan",3540
"Rosanna",4,"h",1020000,"PI",11.4,4,2,2,843,181,-37.7348,145.0656,"Eastern Metropolitan",3540
"Rosanna",3,"u",560000,"VB",11.4,3,1,1,213,112,-37.7386,145.0733,"Eastern Metropolitan",3540
"Rosanna",3,"h",1050000,"SP",11.4,3,1,2,1016,205,-37.7299,145.0656,"Eastern Metropolitan",3540
"Rosanna",3,"h",1155000,"S",11.4,3,2,1,608,129,-37.7439,145.0688,"Eastern Metropolitan",3540
"Rosanna",2,"t",531000,"S",11.4,2,1,1,83,89,-37.747,145.07,"Eastern Metropolitan",3540
"Rosanna",3,"h",620000,"VB",11.4,3,1,0,454,134,-37.7449,145.072,"Eastern Metropolitan",3540
"Rosanna",3,"h",780000,"S",11.4,3,1,2,627,154,-37.7367,145.0797,"Eastern Metropolitan",3540
"Rosanna",4,"h",1051000,"SP",11.4,4,2,2,651,187,-37.7338,145.0703,"Eastern Metropolitan",3540
"Rosanna",3,"h",720000,"SP",11.4,3,1,2,604,129,-37.7377,145.0737,"Eastern Metropolitan",3540
"Rosanna",2,"u",633000,"S",11.4,3,1,1,210,85,-37.7417,145.0613,"Eastern Metropolitan",3540
"Rosanna",2,"h",725000,"S",11.4,2,2,2,336,85,-37.7381,145.073,"Eastern Metropolitan",3540
"Rosanna",4,"h",821000,"SP",11.4,3,1,2,403,148,-37.7437,145.0633,"Eastern Metropolitan",3540
"Rosanna",4,"h",915000,"SP",11.4,4,3,2,0,185,-37.7449,145.0596,"Eastern Metropolitan",3540
"Rosanna",3,"u",6e+05,"S",11.4,3,2,2,169,129,-37.7415,145.0726,"Eastern Metropolitan",3540
"Rosanna",4,"h",890000,"VB",11.4,4,3,2,583,182,-37.733,145.0694,"Eastern Metropolitan",3540
"Rosanna",2,"h",430000,"S",11.4,2,1,1,164,83,-37.7362,145.079,"Eastern Metropolitan",3540
"Rosanna",3,"h",860000,"S",11.4,3,1,2,583,129,-37.7346,145.0715,"Eastern Metropolitan",3540
"Rosanna",3,"h",1012000,"S",11.4,3,2,1,323,142,-37.7359,145.0614,"Eastern Metropolitan",3540
"Rosanna",3,"h",1020000,"SP",11.4,3,1,2,927,141,-37.7342,145.0658,"Eastern Metropolitan",3540
"Rosanna",2,"u",635000,"PI",11.4,2,1,1,203,85,-37.7432,145.0631,"Eastern Metropolitan",3540
"Rosanna",2,"t",515000,"SP",11.4,2,1,1,73,85,-37.7472,145.0702,"Eastern Metropolitan",3540
"Rosanna",2,"h",1200000,"S",11.4,2,1,1,757,85,-37.7428,145.07,"Eastern Metropolitan",3540
"Rosanna",4,"h",1270000,"S",11.4,4,2,4,604,230,-37.7435,145.0686,"Eastern Metropolitan",3540
"Rosanna",3,"h",515000,"S",11.4,3,2,1,606,99,-37.7347,145.0783,"Eastern Metropolitan",3540
"Rosanna",3,"u",780000,"S",11.4,3,1,2,239,129,-37.7417,145.061,"Eastern Metropolitan",3540
"Rosanna",3,"h",1e+06,"S",11.4,3,1,1,826,129,-37.7352,145.0714,"Eastern Metropolitan",3540
"Rosanna",3,"h",867000,"SP",11.4,3,1,1,355,51,-37.7352,145.0713,"Eastern Metropolitan",3540
"Rosanna",3,"h",945000,"S",11.4,3,1,1,625,135,-37.7412,145.0642,"Eastern Metropolitan",3540
"Rosanna",2,"u",618000,"S",11.4,2,1,1,151,96,-37.7458,145.0609,"Eastern Metropolitan",3540
"Rosanna",4,"h",1720000,"S",11.4,4,4,2,1215,187,-37.7387,145.0729,"Eastern Metropolitan",3540
"Rosanna",3,"u",601000,"S",11.4,3,2,1,217,142,-37.7388,145.0742,"Eastern Metropolitan",3540
"Rosanna",3,"h",852000,"S",11.4,3,1,1,776,129,-37.7393,145.0685,"Eastern Metropolitan",3540
"Rosanna",2,"u",452000,"S",11.4,2,1,1,0,85,-37.7458,145.0659,"Eastern Metropolitan",3540
"Rosanna",4,"h",1021000,"S",11.4,4,2,2,782,187,-37.7433,145.0716,"Eastern Metropolitan",3540
"Rosanna",3,"t",710000,"S",11.4,3,1,1,174,129,-37.7404,145.0648,"Eastern Metropolitan",3540
"Rosanna",3,"t",990000,"S",11.4,3,2,2,276,129,-37.7336,145.0615,"Eastern Metropolitan",3540
"Rosanna",3,"h",908000,"S",11.4,3,1,2,692,125,-37.7345,145.0753,"Eastern Metropolitan",3540
"Seddon",3,"h",1145000,"S",6.6,3,1,1,350,116,-37.8094,144.8869,"Western Metropolitan",2417
"Seddon",3,"h",970000,"S",6.6,3,1,0,137,98,-37.8078,144.8972,"Western Metropolitan",2417
"Seddon",3,"h",1325000,"VB",6.6,3,3,2,227,211,-37.8033,144.8897,"Western Metropolitan",2417
"Seddon",2,"u",450000,"S",6.6,2,1,2,0,65,-37.8087,144.8978,"Western Metropolitan",2417
"Seddon",3,"h",1330000,"S",6.6,3,3,2,168,187,-37.8066,144.887,"Western Metropolitan",2417
"Seddon",3,"h",1075000,"SP",6.6,3,2,1,306,140,-37.8038,144.8896,"Western Metropolitan",2417
"Seddon",3,"h",937500,"S",6.6,2,2,2,409,129,-37.8097,144.8987,"Western Metropolitan",2417
"Seddon",3,"h",1350000,"PI",6.6,3,3,2,227,211,-37.8033,144.8897,"Western Metropolitan",2417
"Seddon",4,"h",1201000,"S",6.6,4,2,1,299,158,-37.8087,144.8952,"Western Metropolitan",2417
"Seddon",3,"h",990000,"S",6.6,3,1,0,371,134,-37.8066,144.8853,"Western Metropolitan",2417
"Seddon",2,"t",720000,"SP",6.6,2,1,1,126,127,-37.8045,144.8898,"Western Metropolitan",2417
"Seddon",2,"h",780000,"S",6.6,2,1,1,176,85,-37.8052,144.8883,"Western Metropolitan",2417
"Seddon",3,"h",880000,"SP",6.6,3,1,0,216,125,-37.8052,144.8941,"Western Metropolitan",2417
"Seddon",3,"h",920000,"PI",6.6,3,2,2,0,132,-37.8057,144.8857,"Western Metropolitan",2417
"Seddon",3,"h",1395000,"SP",6.6,3,1,2,467,155,-37.8093,144.8941,"Western Metropolitan",2417
"Seddon",3,"h",965000,"S",6.6,3,1,0,217,104,-37.8037,144.8874,"Western Metropolitan",2417
"Seddon",3,"h",920000,"VB",6.6,3,2,1,309,149,-37.807,144.898,"Western Metropolitan",2417
"Seddon",3,"h",1001000,"S",6.6,2,1,1,256,129,-37.8086,144.8927,"Western Metropolitan",2417
"Seddon",2,"t",755000,"SP",6.6,2,2,1,97,85,-37.8044,144.8941,"Western Metropolitan",2417
"Seddon",3,"h",875000,"S",6.6,3,2,2,193,154,-37.8065,144.8866,"Western Metropolitan",2417
"Seddon",2,"h",822500,"SP",6.6,2,2,1,228,111,-37.8034,144.8855,"Western Metropolitan",2417
"Seddon",2,"h",990000,"S",6.6,2,1,2,306,85,-37.8037,144.8893,"Western Metropolitan",2417
"Seddon",3,"h",1080000,"VB",6.6,3,1,0,234,111,-37.8051,144.8858,"Western Metropolitan",2417
"Seddon",3,"h",1126000,"S",6.6,3,1,0,357,129,-37.8103,144.8962,"Western Metropolitan",2417
"Seddon",2,"h",1025000,"SP",6.6,2,1,0,248,85,-37.8083,144.8896,"Western Metropolitan",2417
"Seddon",5,"h",1275000,"SP",6.6,5,3,1,386,218,-37.8078,144.8846,"Western Metropolitan",2417
"Seddon",3,"h",881000,"S",6.6,2,1,2,217,129,-37.8075,144.8909,"Western Metropolitan",2417
"Seddon",2,"h",955000,"SP",6.6,2,1,0,148,72,-37.8084,144.8907,"Western Metropolitan",2417
"Seddon",4,"h",1455000,"SP",6.6,4,2,3,571,198,-37.809,144.8865,"Western Metropolitan",2417
"Seddon",1,"u",215000,"VB",6.6,1,1,1,0,49,-37.8087,144.8978,"Western Metropolitan",2417
"Seddon",2,"u",533000,"S",6.6,2,1,1,0,62,-37.8042,144.892,"Western Metropolitan",2417
"Seddon",3,"h",1200000,"S",6.6,2,1,1,374,129,-37.8057,144.8882,"Western Metropolitan",2417
"Seddon",4,"h",970000,"VB",6.6,2,2,1,149,127,-37.8047,144.8948,"Western Metropolitan",2417
"Seddon",2,"u",355000,"S",6.6,2,1,1,0,71,-37.8066,144.8971,"Western Metropolitan",2417
"Seddon",3,"h",1032000,"SP",6.6,3,1,0,224,136,-37.8067,144.8934,"Western Metropolitan",2417
"Seddon",2,"h",887000,"S",6.6,2,1,1,170,85,-37.8082,144.8928,"Western Metropolitan",2417
"Seddon",3,"h",965000,"S",6.6,3,1,1,283,129,-37.8064,144.8944,"Western Metropolitan",2417
"Seddon",4,"h",920000,"PI",6.6,2,1,0,274,187,-37.8039,144.8929,"Western Metropolitan",2417
"Seddon",4,"h",1270000,"S",6.6,3,1,1,352,150,-37.8059,144.8899,"Western Metropolitan",2417
"Seddon",3,"h",1310000,"S",6.6,3,2,1,229,129,-37.8032,144.8892,"Western Metropolitan",2417
"Seddon",2,"h",815000,"S",6.6,2,1,0,172,81,-37.81,144.8896,"Western Metropolitan",2417
"Seddon",2,"h",701000,"PI",6.6,2,1,0,164,85,-37.8078,144.8979,"Western Metropolitan",2417
"South Melbourne",2,"u",593000,"S",2.1,2,2,1,0,83,-37.8341,144.9713,"Southern Metropolitan",5943
"South Melbourne",3,"h",1600000,"SP",2.1,3,2,1,88,93,-37.8363,144.9628,"Southern Metropolitan",5943
"South Melbourne",2,"h",920500,"S",2.1,2,1,0,114,85,-37.8344,144.9686,"Southern Metropolitan",5943
"South Melbourne",4,"h",1620000,"S",2.1,4,2,0,163,153,-37.8355,144.951,"Southern Metropolitan",5943
"South Melbourne",1,"h",1002000,"S",2.1,1,1,0,84,49,-37.8332,144.9548,"Southern Metropolitan",5943
"South Melbourne",2,"h",1355000,"S",2.1,2,1,0,101,85,-37.8359,144.9644,"Southern Metropolitan",5943
"South Melbourne",3,"h",1270000,"S",2.1,3,1,0,149,104,-37.8374,144.9495,"Southern Metropolitan",5943
"South Melbourne",3,"h",2633000,"S",2.1,3,1,0,276,119,-37.838,144.9489,"Southern Metropolitan",5943
"South Melbourne",3,"h",1405000,"PI",2.1,3,1,1,181,117,-37.8365,144.9631,"Southern Metropolitan",5943
"South Melbourne",2,"u",575000,"SP",2.1,2,2,1,0,85,-37.8311,144.9679,"Southern Metropolitan",5943
"South Melbourne",1,"u",760500,"S",2.1,2,0,0,438,49,-37.8353,144.96,"Southern Metropolitan",5943
"South Melbourne",4,"h",2260000,"PI",2.1,5,3,0,190,232,-37.8377,144.9653,"Southern Metropolitan",5943
"South Melbourne",2,"h",1150000,"S",2.1,2,1,0,113,85,-37.8373,144.9493,"Southern Metropolitan",5943
"South Melbourne",3,"h",1595000,"SP",2.1,3,2,0,171,126,-37.8391,144.9501,"Southern Metropolitan",5943
"South Melbourne",2,"u",595000,"S",2.1,2,1,1,0,76,-37.8369,144.968,"Southern Metropolitan",5943
"South Melbourne",2,"u",490000,"S",2.1,2,1,1,0,56,-37.8341,144.9713,"Southern Metropolitan",5943
"South Melbourne",3,"h",1250000,"S",2.1,3,2,0,224,113,-37.8329,144.9529,"Southern Metropolitan",5943
"South Melbourne",3,"u",862000,"S",2.1,3,2,2,0,129,-37.8311,144.9679,"Southern Metropolitan",5943
"South Melbourne",4,"h",2180000,"S",2.1,4,3,1,200,153,-37.836,144.965,"Southern Metropolitan",5943
"South Melbourne",2,"h",930000,"SP",2.1,2,1,0,115,76,-37.8345,144.9685,"Southern Metropolitan",5943
"South Melbourne",2,"u",6e+05,"S",2.1,2,1,1,0,85,-37.834,144.9665,"Southern Metropolitan",5943
"South Melbourne",3,"h",1200000,"VB",2.1,3,2,0,113,120,-37.8346,144.9688,"Southern Metropolitan",5943
"South Melbourne",2,"u",612000,"S",2.1,2,1,1,0,85,-37.8346,144.9673,"Southern Metropolitan",5943
"South Melbourne",1,"u",380000,"VB",2.1,1,1,1,0,49,-37.8342,144.9679,"Southern Metropolitan",5943
"South Melbourne",3,"h",2e+06,"S",2.1,3,2,1,161,141,-37.8383,144.9499,"Southern Metropolitan",5943
"South Melbourne",2,"u",1500000,"VB",2.1,2,2,2,0,85,-37.8369,144.968,"Southern Metropolitan",5943
"South Melbourne",2,"h",2e+06,"PI",2.1,2,2,1,141,150,-37.8389,144.9612,"Southern Metropolitan",5943
"South Melbourne",2,"u",1050000,"VB",2.1,2,2,2,0,122,-37.8372,144.9672,"Southern Metropolitan",5943
"South Melbourne",2,"h",1100000,"VB",2.1,2,1,2,185,85,-37.8337,144.9507,"Southern Metropolitan",5943
"South Melbourne",3,"h",1250000,"VB",2.1,3,2,1,108,125,-37.8363,144.9509,"Southern Metropolitan",5943
"South Melbourne",3,"h",1650000,"VB",2.1,3,2,0,204,195,-37.8357,144.9531,"Southern Metropolitan",5943
"South Melbourne",2,"u",561000,"S",2.1,2,1,1,0,78,-37.8308,144.9694,"Southern Metropolitan",5943
"South Melbourne",3,"h",1825000,"S",2.1,3,2,2,151,153,-37.8383,144.9632,"Southern Metropolitan",5943
"South Melbourne",2,"h",1200000,"VB",2.1,2,2,1,131,79,-37.839,144.948,"Southern Metropolitan",5943
"South Melbourne",3,"u",1550000,"PI",2.1,3,4,2,0,230,-37.8337,144.966,"Southern Metropolitan",5943
"South Melbourne",3,"h",891000,"S",2.1,3,2,1,0,129,-37.8341,144.9661,"Southern Metropolitan",5943
"South Melbourne",3,"t",1450000,"S",2.1,3,2,1,146,129,-37.8331,144.9665,"Southern Metropolitan",5943
"South Melbourne",2,"u",1360000,"S",2.1,2,1,2,0,85,-37.8335,144.9611,"Southern Metropolitan",5943
"South Melbourne",3,"h",1390000,"PI",2.1,3,2,1,138,138,-37.8351,144.9675,"Southern Metropolitan",5943
"South Melbourne",4,"h",1615000,"S",2.1,4,3,2,577,220,-37.8357,144.9502,"Southern Metropolitan",5943
"South Melbourne",1,"u",480000,"S",2.1,1,1,1,0,49,-37.8369,144.968,"Southern Metropolitan",5943
"South Melbourne",3,"t",1185000,"S",2.1,3,2,1,111,3,-37.8341,144.9541,"Southern Metropolitan",5943
"South Melbourne",3,"h",2300000,"S",2.1,3,2,2,0,260,-37.8352,144.952,"Southern Metropolitan",5943
"South Melbourne",3,"h",1720000,"S",2.1,3,1,0,130,129,-37.8398,144.9493,"Southern Metropolitan",5943
"South Melbourne",1,"u",320000,"VB",2.1,1,1,0,0,49,-37.8341,144.9713,"Southern Metropolitan",5943
"South Melbourne",3,"u",742000,"SP",2.1,3,2,2,0,90,-37.8319,144.9682,"Southern Metropolitan",5943
"South Melbourne",3,"h",2075000,"S",2.1,3,2,0,141,163,-37.8333,144.9576,"Southern Metropolitan",5943
"South Melbourne",3,"h",2525000,"S",2.1,3,2,1,234,129,-37.8355,144.9663,"Southern Metropolitan",5943
"South Melbourne",2,"u",560000,"SP",2.1,2,2,1,0,85,-37.8331,144.9683,"Southern Metropolitan",5943
"South Melbourne",2,"u",690000,"VB",2.1,2,2,2,0,85,-37.8361,144.9682,"Southern Metropolitan",5943
"South Yarra",1,"u",430000,"S",3.3,2,1,1,0,49,-37.8351,144.9909,"Southern Metropolitan",14887
"South Yarra",2,"u",722000,"SP",3.3,2,1,1,0,86,-37.8393,144.9886,"Southern Metropolitan",14887
"South Yarra",2,"u",930000,"S",3.3,2,2,2,0,85,-37.8361,144.9966,"Southern Metropolitan",14887
"South Yarra",1,"u",467500,"SP",3.3,1,1,1,0,49,-37.8363,145.0003,"Southern Metropolitan",14887
"South Yarra",2,"u",475000,"PI",3.3,2,1,0,0,85,-37.8391,144.9984,"Southern Metropolitan",14887
"South Yarra",2,"u",850000,"PI",3.3,2,2,2,0,86,-37.8411,144.9944,"Southern Metropolitan",14887
"South Yarra",3,"u",1230000,"S",3.3,3,2,2,0,138,-37.8453,144.9849,"Southern Metropolitan",14887
"South Yarra",1,"u",402000,"S",3.3,1,1,1,0,49,-37.8392,144.9947,"Southern Metropolitan",14887
"South Yarra",3,"u",1880000,"S",3.3,3,2,2,0,129,-37.8399,145.0003,"Southern Metropolitan",14887
"South Yarra",1,"u",422000,"S",3.3,1,1,0,0,49,-37.837,144.9881,"Southern Metropolitan",14887
"South Yarra",2,"u",535000,"S",3.3,2,1,1,0,64,-37.8374,144.9918,"Southern Metropolitan",14887
"South Yarra",2,"u",990000,"SA",3.3,2,2,2,0,38,-37.8379,144.9913,"Southern Metropolitan",14887
"South Yarra",2,"u",695000,"PI",3.3,2,1,0,0,79,-37.8361,144.9842,"Southern Metropolitan",14887
"South Yarra",2,"u",863000,"S",3.3,2,2,1,742,85,-37.8357,144.9867,"Southern Metropolitan",14887
"South Yarra",2,"u",680000,"S",3.3,2,1,1,0,85,-37.8338,144.9858,"Southern Metropolitan",14887
"South Yarra",2,"u",840000,"PI",3.3,2,2,1,0,85,-37.8439,144.9974,"Southern Metropolitan",14887
"South Yarra",1,"u",450000,"SP",3.3,1,1,1,0,49,-37.8421,144.9978,"Southern Metropolitan",14887
"South Yarra",3,"u",750000,"S",3.3,3,2,2,0,129,-37.8453,144.9849,"Southern Metropolitan",14887
"South Yarra",2,"u",650000,"PI",3.3,2,1,1,0,85,-37.8344,144.9916,"Southern Metropolitan",14887
"South Yarra",2,"u",775000,"SP",3.3,2,1,1,0,103,-37.8394,144.9886,"Southern Metropolitan",14887
"South Yarra",2,"u",572000,"SP",3.3,2,1,1,0,73,-37.8368,144.9857,"Southern Metropolitan",14887
"South Yarra",1,"u",510000,"S",3.3,1,1,1,0,49,-37.8361,144.9966,"Southern Metropolitan",14887
"South Yarra",3,"t",1460000,"PI",3.3,2,2,1,181,148,-37.8334,144.9867,"Southern Metropolitan",14887
"South Yarra",1,"u",465000,"S",3.3,1,1,1,0,49,-37.8456,145.0005,"Southern Metropolitan",14887
"South Yarra",2,"u",801000,"S",3.3,2,2,1,0,85,-37.8361,144.9966,"Southern Metropolitan",14887
"South Yarra",2,"u",623500,"SP",3.3,2,1,1,0,75,-37.8426,144.993,"Southern Metropolitan",14887
"South Yarra",1,"u",409000,"S",3.3,1,1,1,0,45,-37.8414,144.991,"Southern Metropolitan",14887
"South Yarra",1,"u",370000,"SP",3.3,1,1,1,0,49,-37.8423,144.997,"Southern Metropolitan",14887
"South Yarra",3,"t",1250000,"S",3.3,3,2,1,80,118,-37.8416,144.9923,"Southern Metropolitan",14887
"South Yarra",1,"u",480000,"S",3.3,1,1,1,0,49,-37.8361,144.9966,"Southern Metropolitan",14887
"South Yarra",2,"h",2325000,"S",3.3,2,2,2,355,85,-37.8392,144.9883,"Southern Metropolitan",14887
"South Yarra",2,"u",659000,"SP",3.3,2,1,1,0,77,-37.8314,144.9877,"Southern Metropolitan",14887
"South Yarra",2,"u",780000,"PI",3.3,2,1,1,0,75,-37.8343,144.9899,"Southern Metropolitan",14887
"South Yarra",2,"u",865000,"S",3.3,2,2,1,0,85,-37.8361,144.9966,"Southern Metropolitan",14887
"South Yarra",2,"h",1455000,"S",3.3,2,1,0,225,94,-37.8421,144.9876,"Southern Metropolitan",14887
"South Yarra",2,"t",1365000,"S",3.3,3,2,1,1302,85,-37.8377,145.0021,"Southern Metropolitan",14887
"South Yarra",1,"u",411000,"S",3.3,1,1,1,1369,49,-37.8405,145.0025,"Southern Metropolitan",14887
"South Yarra",1,"u",360500,"S",3.3,1,1,1,0,44,-37.8404,145.0045,"Southern Metropolitan",14887
"South Yarra",2,"u",1300000,"PI",3.3,2,2,2,0,107,-37.8376,144.9847,"Southern Metropolitan",14887
"South Yarra",2,"u",1300000,"PI",3.3,2,2,1,0,107,-37.8376,144.9847,"Southern Metropolitan",14887
"South Yarra",3,"u",1630000,"PI",3.3,3,1,1,0,129,-37.8359,144.9839,"Southern Metropolitan",14887
"South Yarra",2,"u",625000,"S",3.3,2,1,1,1283,85,-37.8359,144.9921,"Southern Metropolitan",14887
"South Yarra",2,"h",2430000,"S",3.3,2,1,2,367,85,-37.842,144.9873,"Southern Metropolitan",14887
"South Yarra",1,"u",490000,"S",3.3,1,1,1,0,49,-37.8425,145.0009,"Southern Metropolitan",14887
"South Yarra",1,"u",955000,"PI",3.3,1,1,1,0,85,-37.8357,144.991,"Southern Metropolitan",14887
"South Yarra",1,"u",380000,"S",3.3,1,1,1,0,41,-37.8415,144.991,"Southern Metropolitan",14887
"South Yarra",2,"u",601000,"S",3.3,2,1,1,0,85,-37.8406,145.0033,"Southern Metropolitan",14887
"South Yarra",1,"u",450000,"PI",3.3,1,1,0,0,49,-37.8332,144.9901,"Southern Metropolitan",14887
"South Yarra",2,"h",1500000,"S",3.3,2,1,2,141,85,-37.8408,144.9977,"Southern Metropolitan",14887
"South Yarra",2,"u",1030000,"VB",3.3,2,2,1,0,85,-37.8407,145.0043,"Southern Metropolitan",14887
"South Yarra",1,"u",555000,"S",3.3,1,1,1,630,49,-37.8356,144.9773,"Southern Metropolitan",14887
"South Yarra",3,"h",2300000,"PI",3.3,3,2,1,350,129,-37.8422,144.9884,"Southern Metropolitan",14887
"South Yarra",1,"u",515000,"SP",3.3,1,1,1,0,44,-37.8375,145.0012,"Southern Metropolitan",14887
"South Yarra",3,"h",2695000,"PI",3.3,3,2,1,215,200,-37.8361,144.9831,"Southern Metropolitan",14887
"South Yarra",2,"u",805000,"S",3.3,2,1,1,0,85,-37.8359,144.9801,"Southern Metropolitan",14887
"South Yarra",2,"u",370000,"PI",3.3,2,1,1,0,85,-37.8374,144.9871,"Southern Metropolitan",14887
"South Yarra",1,"u",360000,"VB",3.3,1,1,1,0,46,-37.8339,144.9872,"Southern Metropolitan",14887
"South Yarra",1,"u",310000,"PI",3.3,1,1,1,0,40,-37.8444,145.0037,"Southern Metropolitan",14887
"South Yarra",2,"h",1036500,"S",3.3,2,1,0,105,85,-37.8403,144.9893,"Southern Metropolitan",14887
"South Yarra",2,"u",627500,"S",3.3,2,1,1,0,85,-37.8407,145.004,"Southern Metropolitan",14887
"South Yarra",3,"u",1072000,"S",3.3,3,0,0,0,129,-37.8407,145.0043,"Southern Metropolitan",14887
"South Yarra",1,"u",425000,"PI",3.3,1,1,1,0,56,-37.837,144.9931,"Southern Metropolitan",14887
"South Yarra",1,"u",330000,"VB",3.3,1,1,1,0,47,-37.8437,144.9904,"Southern Metropolitan",14887
"South Yarra",2,"u",450000,"VB",3.3,2,1,1,0,85,-37.8374,144.9871,"Southern Metropolitan",14887
"South Yarra",2,"u",550000,"S",3.3,2,1,1,0,85,-37.8406,145.0035,"Southern Metropolitan",14887
"South Yarra",1,"u",4e+05,"S",3.3,1,1,1,1424,49,-37.8402,145.0029,"Southern Metropolitan",14887
"South Yarra",3,"h",1700000,"S",3.3,3,2,2,141,129,-37.844,144.9867,"Southern Metropolitan",14887
"South Yarra",2,"u",613000,"S",3.3,2,1,1,0,85,-37.845,145.0012,"Southern Metropolitan",14887
"South Yarra",2,"u",1240000,"S",3.3,2,2,2,0,85,-37.8343,144.9888,"Southern Metropolitan",14887
"South Yarra",2,"u",832000,"S",3.3,2,1,1,0,85,-37.8342,144.9842,"Southern Metropolitan",14887
"South Yarra",2,"u",551000,"S",3.3,2,1,0,0,85,-37.8383,145.0011,"Southern Metropolitan",14887
"South Yarra",3,"u",740000,"S",3.3,3,1,1,0,129,-37.8376,145.0012,"Southern Metropolitan",14887
"South Yarra",3,"h",2285000,"S",3.3,3,2,2,221,135,-37.8416,144.9959,"Southern Metropolitan",14887
"South Yarra",1,"u",450000,"S",3.3,1,1,1,0,49,-37.8384,144.9886,"Southern Metropolitan",14887
"South Yarra",2,"u",515000,"VB",3.3,2,1,1,734,65,-37.8433,144.9962,"Southern Metropolitan",14887
"South Yarra",2,"u",630000,"S",3.3,2,1,1,0,85,-37.8361,144.9921,"Southern Metropolitan",14887
"South Yarra",2,"u",6e+05,"S",3.3,2,1,2,0,72,-37.8336,144.9882,"Southern Metropolitan",14887
"South Yarra",3,"h",1780000,"SP",3.3,3,2,1,198,129,-37.8472,145.0026,"Southern Metropolitan",14887
"South Yarra",1,"h",2115000,"S",3.3,1,1,1,569,49,-37.8428,144.991,"Southern Metropolitan",14887
"South Yarra",1,"u",523000,"S",3.3,1,1,0,0,49,-37.8458,145.0034,"Southern Metropolitan",14887
"South Yarra",4,"u",2050000,"VB",3.3,4,2,1,979,187,-37.8344,144.9857,"Southern Metropolitan",14887
"South Yarra",4,"h",2600000,"PI",3.3,4,2,2,141,127,-37.8366,144.9827,"Southern Metropolitan",14887
"South Yarra",1,"u",320000,"VB",3.3,1,1,0,0,47,-37.8437,144.9904,"Southern Metropolitan",14887
"South Yarra",3,"h",2395000,"S",3.3,3,1,2,442,129,-37.8432,144.9906,"Southern Metropolitan",14887
"South Yarra",2,"u",920000,"S",3.3,2,2,0,0,85,-37.84,144.9988,"Southern Metropolitan",14887
"South Yarra",1,"u",4e+05,"S",3.3,1,1,1,0,45,-37.8355,144.9884,"Southern Metropolitan",14887
"South Yarra",3,"h",1810000,"S",3.3,3,1,1,211,18,-37.8442,144.9928,"Southern Metropolitan",14887
"South Yarra",1,"u",612000,"S",3.3,1,1,1,607,49,-37.8328,144.9866,"Southern Metropolitan",14887
"South Yarra",1,"u",567500,"S",3.3,1,1,1,0,56,-37.8368,144.9848,"Southern Metropolitan",14887
"South Yarra",1,"u",540000,"S",3.3,1,1,1,480,53,-37.8356,144.9767,"Southern Metropolitan",14887
"South Yarra",2,"u",803000,"S",3.3,2,1,1,0,85,-37.8374,144.9903,"Southern Metropolitan",14887
"South Yarra",3,"t",2010000,"VB",3.3,3,2,1,163,207,-37.8425,144.9877,"Southern Metropolitan",14887
"South Yarra",3,"h",1945000,"S",3.3,3,2,1,194,148,-37.8395,144.9898,"Southern Metropolitan",14887
"South Yarra",3,"h",906000,"S",3.3,3,1,0,154,88,-37.8395,144.9868,"Southern Metropolitan",14887
"South Yarra",1,"u",367000,"S",3.3,1,1,0,0,42,-37.8406,145.0035,"Southern Metropolitan",14887
"South Yarra",2,"h",1130000,"S",3.3,2,1,1,132,77,-37.8446,144.9896,"Southern Metropolitan",14887
"South Yarra",2,"u",5e+05,"VB",3.3,2,1,1,0,73,-37.835,145.0002,"Southern Metropolitan",14887
